URL,Minutes,Date,Uploaded
https://www.feyenoord.com/nl/news/fusie-feyenoord-en-dirk-kuyt-foundation-151125,1,2026-04-26,1
https://www.voetbalzone.nl/nieuws/het-zou-fantastisch-zijn-om-ooit-trainer-van-feyenoord-te-worden/bltd14f042a06cc1f9e,2,2026-03-04,1
https://www.vi.nl/nieuws/van-persie-blijft-aan-als-trainer-van-feyenoord,-5,2026-09-03,1
https://www.telegraaf.nl/sport/voetbal/trainer-dirk-kuyt-gaat-uit-van-contractverlenging-bij-dordrecht-eigenlijk-is-er-al-witte-rook/145280506.html,-2,2026-04-06,1
